Transaction ID,Item,Quantity,Price Per Unit,Total Spent,Payment Method,Location,Transaction Date,item_retrieved,,,,Item_retreived_values
TXN_6787560,Cake,3,3,9,,,7/13/2023,Cake,,,,Cake
TXN_3670939,Tea,3,1.5,4.5,Cash,,7/13/2023,Tea,,,,Coffee
TXN_9551491,Salad,1,5,5,,,7/13/2023,Salad,,,,Smoothie
TXN_1719440,Cookie,5,1,5,Digital Wallet,Takeaway,7/13/2023,Cookie,,,,Smoothie
TXN_3808895,Salad,2,5,10,Cash,In-store,7/13/2023,Salad,,,,Tea
TXN_8540553,Cake,1,3,3,,In-store,7/13/2023,Cake,,,,Salad
TXN_9827492,Tea,3,1.5,4.5,,,7/13/2023,Tea,,,,Salad
TXN_1715684,Smoothie,1,4,4,UNKNOWN,In-store,7/13/2023,Smoothie,,,,Cake
TXN_9428611,Salad,4,5,20,Digital Wallet,,7/13/2023,Salad,,,,Cake
TXN_7800576,Smoothie,4,4,16,ERROR,,7/13/2023,Smoothie,,,,Cookie
TXN_2462604,Tea,5,1.5,7.5,Credit Card,,7/13/2023,Tea,,,,Salad
TXN_6403951,Tea,3,1.5,4.5,Credit Card,Takeaway,7/13/2023,Tea,,,,Salad
TXN_7466297,Cookie,1,1,1,Digital Wallet,,7/13/2023,Cookie,,,,Coffee
TXN_6853830,Tea,5,1.5,7.5,,In-store,7/13/2023,Tea,,,,Coffee
TXN_9061471,Cake,1,3,3,Digital Wallet,Takeaway,7/13/2023,Cake,,,,Salad
TXN_4247602,Salad,5,5,25,Credit Card,Takeaway,7/13/2023,Salad,,,,Smoothie
TXN_2849095,Coffee,3,2,6,Digital Wallet,In-store,7/13/2023,Coffee,,,,Cookie
TXN_1661682,Smoothie,5,4,20,Digital Wallet,,7/13/2023,Smoothie,,,,Cake
TXN_2181545,Cake,4,3,12,Credit Card,Takeaway,7/14/2023,Cake,,,,Smoothie
TXN_8377564,Cake,5,3,15,,In-store,7/14/2023,Cake,,,,Cake
TXN_3544789,Tea,4,1.5,6,UNKNOWN,In-store,7/14/2023,Tea,,,,Cookie
TXN_6849113,Cookie,1,1,1,Credit Card,,7/14/2023,Cookie,,,,Coffee
TXN_9292230,Tea,4,1.5,6,Credit Card,In-store,7/14/2023,Tea,,,,Cake
TXN_1755661,Salad,5,5,25,,In-store,7/14/2023,Salad,,,,Cookie
TXN_5836079,Coffee,1,2,2,Digital Wallet,,7/14/2023,Coffee,,,,Smoothie
TXN_9783697,Smoothie,1,4,4,Digital Wallet,Takeaway,7/14/2023,Smoothie,,,,Coffee
TXN_5889049,Cookie,2,1,2,,In-store,7/14/2023,Cookie,,,,Cake
TXN_8933027,Cake,5,3,15,Credit Card,,7/14/2023,Cake,,,,Cookie
TXN_7705748,Cake,3,3,9,Digital Wallet,,7/14/2023,Cake,,,,Cake
TXN_8620592,Smoothie,2,4,8,,In-store,7/14/2023,Smoothie,,,,Salad
TXN_2188356,Tea,1,1.5,1.5,,In-store,7/14/2023,Tea,,,,Smoothie
TXN_5726114,Smoothie,3,4,12,Digital Wallet,Takeaway,7/14/2023,Smoothie,,,,Cake
TXN_2761204,Cake,3,3,9,Cash,,7/14/2023,Cake,,,,Tea
TXN_4876685,Tea,1,1.5,1.5,Digital Wallet,Takeaway,7/14/2023,Tea,,,,Smoothie
TXN_5970304,Salad,4,5,20,Credit Card,,7/14/2023,Salad,,,,Coffee
TXN_6533267,Tea,3,1.5,4.5,Cash,In-store,7/14/2023,Tea,,,,Cookie
TXN_4877601,Cookie,2,1,2,UNKNOWN,ERROR,7/14/2023,Cookie,,,,Cake
TXN_1342359,Cake,4,3,12,Cash,Takeaway,7/14/2023,Cake,,,,Salad
TXN_8803798,Smoothie,4,4,16,,,7/14/2023,Smoothie,,,,Cake
TXN_4650834,Salad,3,5,15,Digital Wallet,Takeaway,7/14/2023,Salad,,,,Cake
TXN_5713298,Smoothie,2,4,8,Credit Card,,7/14/2023,Smoothie,,,,Coffee
TXN_9824238,Tea,5,1.5,7.5,Cash,In-store,7/14/2023,Tea,,,,Salad
TXN_6498163,Smoothie,5,4,20,,In-store,7/15/2023,Smoothie,,,,Cookie
TXN_1916339,Cake,1,3,3,Cash,In-store,7/15/2023,Cake,,,,Cake
TXN_1109715,Cake,1,3,3,UNKNOWN,In-store,7/15/2023,Cake,,,,Cake
TXN_1018880,Smoothie,5,4,20,Digital Wallet,,7/15/2023,Smoothie,,,,Coffee
TXN_2634410,Smoothie,3,4,12,,ERROR,7/15/2023,Smoothie,,,,Tea
TXN_9063887,Cake,5,3,15,ERROR,Takeaway,7/15/2023,Cake,,,,Cookie
TXN_7946450,Smoothie,1,4,4,Credit Card,In-store,7/15/2023,Smoothie,,,,Coffee
TXN_9861782,Smoothie,4,4,16,Credit Card,In-store,7/15/2023,Smoothie,,,,Salad
TXN_4620647,Coffee,1,2,2,Digital Wallet,UNKNOWN,7/15/2023,Coffee,,,,Smoothie
TXN_8558404,Salad,4,5,20,Digital Wallet,In-store,7/15/2023,Salad,,,,Coffee
TXN_3679126,Cookie,1,1,1,Cash,,7/15/2023,Cookie,,,,Coffee
TXN_7386089,Smoothie,2,4,8,,In-store,7/15/2023,Smoothie,,,,Tea
TXN_2027203,Coffee,3,2,6,Credit Card,,7/15/2023,Coffee,,,,Smoothie
TXN_5901182,Smoothie,5,4,20,Digital Wallet,In-store,7/15/2023,Smoothie,,,,Cake
TXN_9791421,Smoothie,1,4,4,Cash,Takeaway,7/15/2023,Smoothie,,,,Cookie
TXN_7704229,Coffee,4,2,8,Cash,,7/15/2023,Coffee,,,,Salad
TXN_5348750,Salad,5,5,25,Credit Card,,7/15/2023,Salad,,,,Tea
TXN_1332623,Cookie,2,1,2,,Takeaway,7/15/2023,Cookie,,,,Smoothie
TXN_3212505,Smoothie,3,4,12,Credit Card,,7/15/2023,Smoothie,,,,Smoothie
TXN_4831311,Coffee,2,2,4,Cash,Takeaway,7/15/2023,Coffee,,,,Smoothie
TXN_1935119,Coffee,4,2,8,Credit Card,Takeaway,7/15/2023,Coffee,,,,Coffee
TXN_4192665,Coffee,1,2,2,Cash,,7/15/2023,Coffee,,,,Cake
TXN_2038871,Tea,2,1.5,3,,Takeaway,7/15/2023,Tea,,,,Smoothie
TXN_7565894,Salad,1,5,5,Cash,Takeaway,7/15/2023,Salad,,,,Cookie
TXN_8340038,Tea,1,1.5,1.5,Digital Wallet,In-store,7/15/2023,Tea,,,,Smoothie
TXN_1706896,Smoothie,3,4,12,Cash,,7/15/2023,Smoothie,,,,Cookie
TXN_9053365,Cookie,1,1,1,Digital Wallet,In-store,7/15/2023,Cookie,,,,Salad
TXN_6420335,Coffee,1,2,2,Cash,Takeaway,7/16/2023,Coffee,,,,Tea
TXN_1794862,Cake,2,3,6,Cash,,7/16/2023,Cake,,,,Coffee
TXN_1872922,Smoothie,5,4,20,,In-store,7/16/2023,Smoothie,,,,Cake
TXN_6364938,Coffee,3,2,6,Digital Wallet,In-store,7/16/2023,Coffee,,,,Cookie
TXN_3680047,Salad,5,5,25,,,7/16/2023,Salad,,,,Smoothie
TXN_4205369,Salad,5,5,25,,Takeaway,7/16/2023,Salad,,,,Salad
TXN_8611913,Tea,5,1.5,7.5,Digital Wallet,In-store,7/16/2023,Tea,,,,Cake
TXN_4892303,Smoothie,4,4,16,,ERROR,7/16/2023,Smoothie,,,,Cake
TXN_5327102,Cookie,2,1,2,,,7/16/2023,Cookie,,,,Smoothie
TXN_1678985,Cake,2,3,6,Cash,In-store,7/16/2023,Cake,,,,Coffee
TXN_5293518,Smoothie,3,4,12,,In-store,7/16/2023,Smoothie,,,,Coffee
TXN_1811734,Coffee,4,2,8,,,7/16/2023,Coffee,,,,Smoothie
TXN_4343848,Cookie,5,1,5,Credit Card,Takeaway,7/16/2023,Cookie,,,,Cookie
TXN_2311186,Smoothie,3,4,12,Digital Wallet,ERROR,7/16/2023,Smoothie,,,,Cake
TXN_1736630,Tea,5,1.5,7.5,Credit Card,,7/16/2023,Tea,,,,Tea
TXN_4265056,Cake,1,3,3,Cash,,7/16/2023,Cake,,,,Salad
TXN_7420434,Coffee,4,2,8,Credit Card,Takeaway,7/16/2023,Coffee,,,,Salad
TXN_7732813,Tea,2,1.5,3,Credit Card,Takeaway,7/16/2023,Tea,,,,Smoothie
TXN_2855149,Smoothie,2,4,8,Cash,In-store,7/16/2023,Smoothie,,,,Coffee
TXN_1585329,Smoothie,4,4,16,Credit Card,,7/16/2023,Smoothie,,,,Smoothie
TXN_2361290,Salad,4,5,20,Cash,,7/16/2023,Salad,,,,Smoothie
TXN_3966911,Tea,3,1.5,4.5,Credit Card,,7/16/2023,Tea,,,,Tea
TXN_1079241,Cake,3,3,9,Digital Wallet,Takeaway,7/16/2023,Cake,,,,Smoothie
TXN_6297375,Coffee,5,2,10,,,7/16/2023,Coffee,,,,Coffee
TXN_5499117,Salad,4,5,20,Digital Wallet,UNKNOWN,7/16/2023,Salad,,,,Smoothie
TXN_1569729,Smoothie,5,4,20,Cash,Takeaway,7/16/2023,Smoothie,,,,Tea
TXN_6568307,Coffee,1,2,2,Cash,In-store,7/16/2023,Coffee,,,,Cake
TXN_6855453,Cake,4,3,12,,In-store,7/17/2023,Cake,,,,Smoothie
TXN_7837381,Smoothie,5,4,20,,Takeaway,7/17/2023,Smoothie,,,,Cake
TXN_7027905,Smoothie,1,4,4,Credit Card,In-store,7/17/2023,Smoothie,,,,Salad
TXN_7867311,Smoothie,2,4,8,,,7/17/2023,Smoothie,,,,Cake
TXN_1572930,Coffee,3,2,6,,In-store,7/17/2023,Coffee,,,,Cake
TXN_2127588,Cake,4,3,12,Cash,In-store,7/17/2023,Cake,,,,Coffee
TXN_1667192,Cake,4,3,12,UNKNOWN,Takeaway,7/17/2023,Cake,,,,Tea
TXN_3174336,Cookie,1,1,1,,,7/17/2023,Cookie,,,,Smoothie
TXN_6608817,Smoothie,5,4,20,Credit Card,Takeaway,7/17/2023,Smoothie,,,,Cookie
TXN_1895899,Smoothie,4,4,16,Credit Card,In-store,7/17/2023,Smoothie,,,,Cake
TXN_4762520,Smoothie,1,4,4,Cash,Takeaway,7/17/2023,Smoothie,,,,Cookie
TXN_1075446,Cookie,4,1,4,Credit Card,,7/17/2023,Cookie,,,,Smoothie
TXN_3241422,Salad,2,5,10,Cash,Takeaway,7/17/2023,Salad,,,,Tea
TXN_4071945,Cake,1,3,3,Cash,,7/17/2023,Cake,,,,Cake
TXN_7824739,Cookie,3,1,3,Digital Wallet,,7/17/2023,Cookie,,,,Salad
TXN_4284507,Smoothie,4,4,16,,UNKNOWN,7/17/2023,Smoothie,,,,Salad
TXN_4382802,Smoothie,1,4,4,Digital Wallet,Takeaway,7/17/2023,Smoothie,,,,Cake
TXN_4816652,Smoothie,1,4,4,UNKNOWN,UNKNOWN,7/17/2023,Smoothie,,,,Salad
TXN_7657615,Cake,3,3,9,Credit Card,,7/17/2023,Cake,,,,Cake
TXN_7992512,Smoothie,5,4,20,Credit Card,In-store,7/17/2023,Smoothie,,,,Coffee
TXN_1755817,Salad,5,5,25,Digital Wallet,Takeaway,7/17/2023,Salad,,,,Coffee
TXN_8065852,Smoothie,1,4,4,Credit Card,In-store,7/17/2023,Smoothie,,,,Smoothie
TXN_3886177,Cake,3,3,9,,Takeaway,7/17/2023,Cake,,,,Cake
TXN_9431971,Smoothie,1,4,4,Credit Card,ERROR,7/17/2023,Smoothie,,,,Smoothie
TXN_9327861,Tea,5,1.5,7.5,Credit Card,In-store,7/17/2023,Tea,,,,Coffee
TXN_5666369,Cake,2,3,6,Digital Wallet,In-store,7/17/2023,Cake,,,,Smoothie
TXN_6319728,Coffee,2,2,4,Credit Card,In-store,7/18/2023,Coffee,,,,Tea
TXN_3854285,Salad,3,5,15,Cash,Takeaway,7/18/2023,Salad,,,,Salad
TXN_7948095,Salad,5,5,25,,Takeaway,7/18/2023,Salad,,,,Smoothie
TXN_5080213,Coffee,1,2,2,Digital Wallet,,7/18/2023,Coffee,,,,Coffee
TXN_5856820,Tea,2,1.5,3,Credit Card,Takeaway,7/18/2023,Tea,,,,Cake
TXN_9117434,Cake,1,3,3,UNKNOWN,In-store,7/18/2023,Cake,,,,Tea
TXN_1854102,Coffee,2,2,4,Digital Wallet,Takeaway,7/18/2023,Coffee,,,,Salad
TXN_2564219,Salad,1,5,5,Digital Wallet,Takeaway,7/18/2023,Salad,,,,Smoothie
TXN_4543880,Salad,3,5,15,Cash,,7/18/2023,Salad,,,,Cake
TXN_8279865,Cake,1,3,3,Cash,,7/18/2023,Cake,,,,Coffee
TXN_3482117,Smoothie,2,4,8,,,7/18/2023,Smoothie,,,,Salad
TXN_1244299,Smoothie,2,4,8,Cash,Takeaway,7/18/2023,Smoothie,,,,Cookie
TXN_1269252,Cake,1,3,3,Digital Wallet,Takeaway,7/18/2023,Cake,,,,Cake
TXN_8843108,Cake,5,3,15,,,7/18/2023,Cake,,,,Cake
TXN_5241723,Coffee,3,2,6,Cash,,7/18/2023,Coffee,,,,Cake
TXN_9944141,Cake,5,3,15,Credit Card,Takeaway,7/18/2023,Cake,,,,Salad
TXN_8131533,Cake,1,3,3,Cash,In-store,7/18/2023,Cake,,,,Smoothie
TXN_3431892,Cake,2,3,6,,In-store,7/18/2023,Cake,,,,Cookie
TXN_1489194,Coffee,3,2,6,Digital Wallet,Takeaway,7/18/2023,Coffee,,,,Smoothie
TXN_2017793,Tea,3,1.5,4.5,Digital Wallet,,7/18/2023,Tea,,,,Smoothie
TXN_9983518,Tea,2,1.5,3,Credit Card,In-store,7/18/2023,Tea,,,,Coffee
TXN_8860052,Cake,5,3,15,Credit Card,Takeaway,7/18/2023,Cake,,,,Salad
TXN_9072817,Cookie,5,1,5,,Takeaway,7/18/2023,Cookie,,,,Coffee
TXN_5666241,Cookie,4,1,4,,Takeaway,7/18/2023,Cookie,,,,Smoothie
TXN_7202898,Cookie,4,1,4,ERROR,ERROR,7/18/2023,Cookie,,,,Smoothie
TXN_3645674,Tea,4,1.5,6,Cash,Takeaway,7/18/2023,Tea,,,,Cookie
TXN_3706457,Tea,5,1.5,7.5,Credit Card,Takeaway,7/18/2023,Tea,,,,Coffee
TXN_4271903,Cookie,4,1,4,Credit Card,In-store,7/19/2023,Cookie,,,,Tea
TXN_2484241,Cake,3,3,9,Digital Wallet,,7/19/2023,Cake,,,,Cookie
TXN_6269119,Cake,2,3,6,Digital Wallet,Takeaway,7/19/2023,Cake,,,,Tea
TXN_5788769,Cake,1,3,3,Cash,In-store,7/19/2023,Cake,,,,Tea
TXN_7800236,Salad,3,5,15,Digital Wallet,UNKNOWN,7/19/2023,Salad,,,,Smoothie
TXN_8284910,Smoothie,1,4,4,Cash,In-store,7/19/2023,Smoothie,,,,Cake
TXN_9202496,Cake,5,3,15,Credit Card,In-store,7/19/2023,Cake,,,,Cake
TXN_1843989,Cookie,5,1,5,,Takeaway,7/19/2023,Cookie,,,,Coffee
TXN_5458161,Smoothie,1,4,4,Digital Wallet,Takeaway,7/19/2023,Smoothie,,,,Tea
TXN_8510436,Cake,1,3,3,Digital Wallet,In-store,7/19/2023,Cake,,,,Tea
TXN_1892454,Cake,1,3,3,UNKNOWN,,7/19/2023,Cake,,,,Tea
TXN_1205610,Cookie,2,1,2,,In-store,7/19/2023,Cookie,,,,Salad
TXN_3642052,Cake,1,3,3,,Takeaway,7/19/2023,Cake,,,,Smoothie
TXN_9496791,Salad,4,5,20,Credit Card,In-store,7/19/2023,Salad,,,,Salad
TXN_8916446,Cookie,2,1,2,Cash,ERROR,7/19/2023,Cookie,,,,Cookie
TXN_9362958,Cake,1,3,3,Cash,In-store,7/19/2023,Cake,,,,Smoothie
TXN_5679935,Coffee,2,2,4,Credit Card,,7/19/2023,Coffee,,,,Tea
TXN_8477945,Cookie,4,1,4,,In-store,7/19/2023,Cookie,,,,Smoothie
TXN_6325639,Cake,3,3,9,UNKNOWN,In-store,7/19/2023,Cake,,,,Coffee
TXN_1560873,Cookie,2,1,2,UNKNOWN,Takeaway,7/19/2023,Cookie,,,,Cookie
TXN_3693990,Cookie,2,1,2,,In-store,7/19/2023,Cookie,,,,Cake
TXN_5065748,Cake,5,3,15,Credit Card,In-store,7/19/2023,Cake,,,,Smoothie
TXN_2749862,Salad,4,5,20,Digital Wallet,,7/19/2023,Salad,,,,Smoothie
TXN_4887189,Smoothie,3,4,12,Cash,Takeaway,7/19/2023,Smoothie,,,,Tea
TXN_5542500,Smoothie,3,4,12,Credit Card,,7/19/2023,Smoothie,,,,Smoothie
TXN_1427485,Coffee,3,2,6,Credit Card,,7/19/2023,Coffee,,,,Cookie
TXN_8818168,Cake,4,3,12,Digital Wallet,,7/20/2023,Cake,,,,Cake
TXN_9497634,Cake,3,3,9,Cash,,7/20/2023,Cake,,,,Cake
TXN_6129205,Smoothie,5,4,20,Cash,In-store,7/20/2023,Smoothie,,,,Coffee
TXN_6802372,Cake,3,3,9,,In-store,7/20/2023,Cake,,,,Cake
TXN_6009395,Smoothie,4,4,16,Cash,In-store,7/20/2023,Smoothie,,,,Salad
TXN_5485774,Coffee,2,2,4,Credit Card,,7/20/2023,Coffee,,,,Salad
TXN_2468359,Salad,2,5,10,,,7/20/2023,Salad,,,,Smoothie
TXN_6012446,Smoothie,4,4,16,Cash,Takeaway,7/20/2023,Smoothie,,,,Smoothie
TXN_9284099,Cake,2,3,6,Digital Wallet,In-store,7/20/2023,Cake,,,,Smoothie
TXN_5647773,Salad,2,5,10,,In-store,7/20/2023,Salad,,,,Smoothie
TXN_7416880,Cake,1,3,3,Credit Card,In-store,7/20/2023,Cake,,,,Tea
TXN_3459927,Cookie,5,1,5,Digital Wallet,In-store,7/20/2023,Cookie,,,,Smoothie
TXN_6674257,Smoothie,3,4,12,Cash,Takeaway,7/20/2023,Smoothie,,,,Cake
TXN_4956012,Smoothie,1,4,4,,In-store,7/20/2023,Smoothie,,,,Coffee
TXN_1467546,Cookie,3,1,3,,Takeaway,7/20/2023,Cookie,,,,Coffee
TXN_6738137,Coffee,4,2,8,,,7/20/2023,Coffee,,,,Cookie
TXN_9921708,Cake,1,3,3,Cash,Takeaway,7/20/2023,Cake,,,,Cookie
TXN_9597063,Coffee,2,2,4,Digital Wallet,In-store,7/20/2023,Coffee,,,,Coffee
TXN_3238759,Smoothie,5,4,20,Digital Wallet,In-store,7/20/2023,Smoothie,,,,Salad
TXN_2559020,Cake,1,3,3,Digital Wallet,Takeaway,7/20/2023,Cake,,,,Cake
TXN_6283718,Smoothie,3,4,12,Digital Wallet,Takeaway,7/20/2023,Smoothie,,,,Salad
TXN_5750248,Salad,4,5,20,Digital Wallet,In-store,7/20/2023,Salad,,,,Salad
TXN_4096757,Salad,5,5,25,Credit Card,In-store,7/20/2023,Salad,,,,Tea
TXN_2201248,Tea,1,1.5,1.5,Cash,Takeaway,7/20/2023,Tea,,,,Tea
TXN_5351447,Salad,4,5,20,,,7/20/2023,Salad,,,,Smoothie
TXN_7353699,Tea,5,1.5,7.5,Digital Wallet,,7/20/2023,Tea,,,,Cookie
TXN_4579086,Cake,2,3,6,Credit Card,In-store,7/20/2023,Cake,,,,Coffee
TXN_2271705,Tea,5,1.5,7.5,,,7/20/2023,Tea,,,,Cake
TXN_6482416,Coffee,1,2,2,,UNKNOWN,7/20/2023,Coffee,,,,Smoothie
TXN_9933628,Smoothie,5,4,20,Cash,In-store,7/20/2023,Smoothie,,,,Cake
TXN_3629351,Cake,1,3,3,Digital Wallet,,7/21/2023,Cake,,,,Smoothie
TXN_1282260,Smoothie,5,4,20,Digital Wallet,UNKNOWN,7/21/2023,Smoothie,,,,Smoothie
TXN_9691018,Smoothie,2,4,8,Digital Wallet,UNKNOWN,7/21/2023,Smoothie,,,,Smoothie
TXN_8186625,Cookie,1,1,1,Digital Wallet,Takeaway,7/21/2023,Cookie,,,,Cake
TXN_4084548,Salad,2,5,10,Cash,In-store,7/21/2023,Salad,,,,Tea
TXN_1454730,Coffee,5,2,10,,Takeaway,7/21/2023,Coffee,,,,Smoothie
TXN_6112765,Coffee,2,2,4,Credit Card,Takeaway,7/21/2023,Coffee,,,,Cake
TXN_9207050,Cookie,5,1,5,Digital Wallet,In-store,7/21/2023,Cookie,,,,Smoothie
TXN_1533790,Cake,4,3,12,Digital Wallet,Takeaway,7/21/2023,Cake,,,,Coffee
TXN_6496099,Coffee,5,2,10,Digital Wallet,,7/21/2023,Coffee,,,,Cookie
TXN_4076631,Cake,4,3,12,Cash,In-store,7/21/2023,Cake,,,,Coffee
TXN_8680875,Tea,2,1.5,3,Cash,Takeaway,7/21/2023,Tea,,,,Cake
TXN_9643918,Cookie,3,1,3,Credit Card,In-store,7/21/2023,Cookie,,,,Cake
TXN_7792223,Smoothie,3,4,12,Credit Card,,7/21/2023,Smoothie,,,,Cake
TXN_6853142,Smoothie,3,4,12,Cash,ERROR,7/21/2023,Smoothie,,,,Smoothie
TXN_3086676,Cake,2,3,6,Cash,UNKNOWN,7/21/2023,Cake,,,,Salad
TXN_6373380,Coffee,4,2,8,Cash,In-store,7/21/2023,Coffee,,,,Smoothie
TXN_1495371,Smoothie,2,4,8,Credit Card,Takeaway,7/21/2023,Smoothie,,,,Tea
TXN_4413776,Coffee,5,2,10,Cash,Takeaway,7/21/2023,Coffee,,,,Cookie
TXN_2156128,Smoothie,1,4,4,Digital Wallet,In-store,7/21/2023,Smoothie,,,,Smoothie
TXN_1523626,Cake,4,3,12,UNKNOWN,Takeaway,7/21/2023,Cake,,,,Salad
TXN_8030379,Salad,4,5,20,Cash,In-store,7/21/2023,Salad,,,,Cake
TXN_6142529,Tea,5,1.5,7.5,Credit Card,In-store,7/21/2023,Tea,,,,Smoothie
TXN_4699911,Coffee,2,2,4,Digital Wallet,Takeaway,7/21/2023,Coffee,,,,Salad
TXN_5188872,Cake,3,3,9,,In-store,7/21/2023,Cake,,,,Smoothie
TXN_1828494,Cake,2,3,6,Digital Wallet,Takeaway,7/21/2023,Cake,,,,Coffee
TXN_6732833,Salad,1,5,5,Digital Wallet,In-store,7/21/2023,Salad,,,,Smoothie
TXN_2193333,Coffee,4,2,8,,Takeaway,7/21/2023,Coffee,,,,Tea
TXN_9339037,Cookie,2,1,2,,Takeaway,7/21/2023,Cookie,,,,Cake
TXN_3182191,Cake,5,3,15,Digital Wallet,,7/21/2023,Cake,,,,Cake
TXN_9162014,Cake,1,3,3,Cash,,7/21/2023,Cake,,,,Cake
TXN_1556609,Smoothie,1,4,4,Digital Wallet,,7/21/2023,Smoothie,,,,Tea
TXN_4775220,Cake,3,3,9,,Takeaway,7/21/2023,Cake,,,,Cake
TXN_6014389,Cookie,5,1,5,Credit Card,In-store,7/21/2023,Cookie,,,,Cookie
TXN_8977555,Cake,2,3,6,Cash,,7/21/2023,Cake,,,,Cookie
TXN_7661094,Salad,4,5,20,Cash,,7/21/2023,Salad,,,,Coffee
TXN_7910956,Coffee,5,2,10,Digital Wallet,In-store,7/21/2023,Coffee,,,,Salad
TXN_8807429,Cookie,4,1,4,Digital Wallet,,7/21/2023,Cookie,,,,Tea
TXN_5422843,Smoothie,2,4,8,Cash,In-store,7/21/2023,Smoothie,,,,Cake
TXN_8129834,Salad,1,5,5,Cash,,7/22/2023,Salad,,,,Salad
TXN_3397609,Smoothie,2,4,8,Digital Wallet,In-store,7/22/2023,Smoothie,,,,Coffee
TXN_8034156,Smoothie,1,4,4,Cash,In-store,7/22/2023,Smoothie,,,,Smoothie
TXN_7679707,Tea,1,1.5,1.5,Credit Card,In-store,7/22/2023,Tea,,,,Cake
TXN_5614488,Smoothie,1,4,4,Credit Card,Takeaway,7/22/2023,Smoothie,,,,Cake
TXN_9769410,Salad,1,5,5,Cash,In-store,7/22/2023,Salad,,,,Cookie
TXN_1437275,Coffee,3,2,6,Credit Card,,7/22/2023,Coffee,,,,Cake
TXN_8616276,Tea,2,1.5,3,Digital Wallet,Takeaway,7/22/2023,Tea,,,,Smoothie
TXN_9638367,Coffee,1,2,2,UNKNOWN,,7/22/2023,Coffee,,,,Salad
TXN_1702434,Smoothie,3,4,12,Digital Wallet,,7/22/2023,Smoothie,,,,Tea
TXN_2446874,Cake,4,3,12,Credit Card,,7/22/2023,Cake,,,,Smoothie
TXN_6577619,Salad,3,5,15,Credit Card,In-store,7/22/2023,Salad,,,,Tea
TXN_4972634,Smoothie,5,4,20,Credit Card,In-store,7/22/2023,Smoothie,,,,Cake
TXN_6866644,Smoothie,1,4,4,,,7/22/2023,Smoothie,,,,Cake
TXN_2169664,Smoothie,1,4,4,Cash,,7/23/2023,Smoothie,,,,Smoothie
TXN_5787508,Cake,3,3,9,Credit Card,Takeaway,7/23/2023,Cake,,,,Cake
TXN_7940202,Smoothie,1,4,4,Digital Wallet,,7/23/2023,Smoothie,,,,Salad
TXN_4135454,Smoothie,4,4,16,,In-store,7/23/2023,Smoothie,,,,Coffee
TXN_4798534,Salad,5,5,25,Digital Wallet,Takeaway,7/23/2023,Salad,,,,Cake
TXN_3359704,Salad,3,5,15,Digital Wallet,In-store,7/23/2023,Salad,,,,Cake
TXN_8715515,Cake,5,3,15,Credit Card,Takeaway,7/23/2023,Cake,,,,Smoothie
TXN_1622411,Salad,2,5,10,UNKNOWN,Takeaway,7/23/2023,Salad,,,,Smoothie
TXN_6853678,Cookie,4,1,4,Digital Wallet,,7/23/2023,Cookie,,,,Smoothie
TXN_3160090,Salad,1,5,5,,Takeaway,7/23/2023,Salad,,,,Coffee
TXN_8941438,Cake,4,3,12,Digital Wallet,,7/23/2023,Cake,,,,Coffee
TXN_4814965,Salad,2,5,10,Digital Wallet,,7/23/2023,Salad,,,,Coffee
TXN_2445017,Tea,5,1.5,7.5,,Takeaway,7/23/2023,Tea,,,,Coffee
TXN_3982257,Coffee,2,2,4,Digital Wallet,,7/23/2023,Coffee,,,,Cake
TXN_6748199,Salad,2,5,10,Cash,,7/23/2023,Salad,,,,Coffee
TXN_7442492,Salad,5,5,25,Credit Card,Takeaway,7/23/2023,Salad,,,,Cake
TXN_4214066,Cake,2,3,6,,In-store,7/23/2023,Cake,,,,Cake
TXN_9522690,Cookie,4,1,4,Credit Card,In-store,7/23/2023,Cookie,,,,Smoothie
TXN_3646359,Salad,2,5,10,Credit Card,,7/23/2023,Salad,,,,Coffee
TXN_6027923,Salad,1,5,5,Digital Wallet,Takeaway,7/23/2023,Salad,,,,Coffee
TXN_6179190,Coffee,1,2,2,,Takeaway,7/23/2023,Coffee,,,,Tea
TXN_1464694,Smoothie,1,4,4,,In-store,7/23/2023,Smoothie,,,,Cake
TXN_8850815,Smoothie,5,4,20,,,7/23/2023,Smoothie,,,,Tea
TXN_9525078,Salad,5,5,25,ERROR,Takeaway,7/23/2023,Salad,,,,Tea
TXN_3377626,Cookie,5,1,5,Cash,In-store,7/23/2023,Cookie,,,,Smoothie
TXN_8010562,Smoothie,1,4,4,Cash,,7/23/2023,Smoothie,,,,Cookie
TXN_7125395,Salad,1,5,5,Cash,Takeaway,7/23/2023,Salad,,,,Salad
TXN_6403012,Cake,5,3,15,Cash,In-store,7/23/2023,Cake,,,,Tea
TXN_4498370,Smoothie,4,4,16,ERROR,,7/24/2023,Smoothie,,,,Cookie
TXN_8776606,Salad,4,5,20,Digital Wallet,Takeaway,7/24/2023,Salad,,,,Salad
TXN_2178735,Cake,3,3,9,Credit Card,Takeaway,7/24/2023,Cake,,,,Smoothie
TXN_2156218,Smoothie,2,4,8,Digital Wallet,In-store,7/24/2023,Smoothie,,,,Tea
TXN_5985451,Smoothie,2,4,8,,,7/24/2023,Smoothie,,,,Cookie
TXN_5072156,Tea,3,1.5,4.5,Digital Wallet,Takeaway,7/24/2023,Tea,,,,Salad
TXN_7510766,Coffee,3,2,6,,In-store,7/24/2023,Coffee,,,,Salad
